,Book_ID,Author,Title,URL,LoC_class,Subject,Subject2,Subject3,Subject4
17079,6440,"Finley, Martha",Elsie Dinsmore,http://www.gutenberg.org/ebooks/6440.txt.utf-8,PZ,Fathers and daughters -- Juvenile fiction,Family life -- Southern States -- Juvenile fiction,Southern States -- History -- 19th century -- Juvenile fiction,Christian life -- Juvenile fiction
17152,3619,"Holmes, Mary Jane",Cousin Maude,http://www.gutenberg.org/ebooks/3619.txt.utf-8,New York (State) -- Fiction,PS,Families -- Fiction,,
17175,68,"Burroughs, Edgar Rice",Warlord of Mars,http://www.gutenberg.org/ebooks/68.txt.utf-8,PS,Dejah Thoris (Fictitious character) -- Fiction,"Carter, John (Fictitious character) -- Fiction",Mars (Planet) -- Fiction,Science fiction
17490,23683,"Leslie, Madeline","Bertie's Home; or, the Way to be Happy",http://www.gutenberg.org/ebooks/23683.txt.utf-8,Country life -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,PZ,Fathers and sons -- Juvenile fiction
18205,4702,"Curwood, James Oliver",The Flaming Forest,http://www.gutenberg.org/ebooks/4702.txt.utf-8,PS,Western stories,"Northwest, Canadian -- Fiction",Mounted police -- Fiction,Wilderness areas -- Fiction
18402,19485,"Weyman, Stanley John",The Long Night,http://www.gutenberg.org/ebooks/19485.txt.utf-8,PR,"Geneva (Switzerland) -- History -- Siege, 1602 -- Fiction",Historical fiction,,
18612,29100,"Weyman, Stanley John",The Wild Geese,http://www.gutenberg.org/ebooks/29100.txt.utf-8,PR,Adventure stories,Ireland -- Fiction,,
19213,45963,"Finley, Martha",Mildred at Home: With Something About Her Relatives and Friends.,http://www.gutenberg.org/ebooks/45963.txt.utf-8,Outdoor life -- Juvenile fiction,Girls -- Conduct of life -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction,Physicians -- Juvenile fiction
19591,34277,"Tracy, Louis",A Mysterious Disappearance,http://www.gutenberg.org/ebooks/34277.txt.utf-8,PR,Detective and mystery stories,Fiction,,
20033,39295,"Weyman, Stanley John",The Man in Black,http://www.gutenberg.org/ebooks/39295.txt.utf-8,"France -- History -- Louis XIII, 1610-1643 -- Fiction",PR,Historical fiction,,
20137,38978,"Finley, Martha",Mildred's New Daughter,http://www.gutenberg.org/ebooks/38978.txt.utf-8,PZ,Brothers and sisters -- Juvenile fiction,Orphans -- Juvenile fiction,,
20363,12405,"Castlemon, Harry","Frank, the Young Naturalist",http://www.gutenberg.org/ebooks/12405.txt.utf-8,Youth -- Conduct of life -- Juvenile fiction,Hunters -- Juvenile fiction,Sailors -- Juvenile fiction,Naturalists -- Juvenile fiction,PZ
20433,552,"Burroughs, Edgar Rice",The People That Time Forgot,http://www.gutenberg.org/ebooks/552.txt.utf-8,Science fiction,Lost continents -- Fiction,PS,,
20481,18076,"Castlemon, Harry",The Boy Trapper,http://www.gutenberg.org/ebooks/18076.txt.utf-8,PZ,Adventure and adventurers -- Juvenile fiction,Children's stories,,
20696,43390,"Leslie, Madeline",The Factory Boy,http://www.gutenberg.org/ebooks/43390.txt.utf-8,Faith -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Clothing factories -- Juvenile fiction,Charity -- Juvenile fiction,Conduct of life -- Juvenile fiction
21142,37857,"Castlemon, Harry",The Haunted Mine,http://www.gutenberg.org/ebooks/37857.txt.utf-8,Youth -- Conduct of life -- Juvenile fiction,Telegraph -- Employees -- Juvenile fiction,Orphans -- Juvenile fiction,PZ,Ghosts -- Juvenile fiction
21260,14488,"Finley, Martha",Elsie's Kith and Kin,http://www.gutenberg.org/ebooks/14488.txt.utf-8,Sick -- Juvenile fiction,PZ,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Conduct of life -- Juvenile fiction,Southern States -- History -- 19th century -- Juvenile fiction
21588,42113,"Castlemon, Harry","The First Capture; or, Hauling Down the Flag of England",http://www.gutenberg.org/ebooks/42113.txt.utf-8,War -- Juvenile fiction,War stories,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction",Husband and wife -- Juvenile fiction,Sailors -- Juvenile fiction
21594,369,"Burroughs, Edgar Rice",The Outlaw of Torn,http://www.gutenberg.org/files/369/369-0.txt,PS,"Great Britain -- History -- Henry III, 1216-1272 -- Fiction",Outlaws -- Fiction,Historical fiction,
21823,33811,"Leslie, Madeline","The Pearl of Love; or, Josey's Gift",http://www.gutenberg.org/ebooks/33811.txt.utf-8,PZ,Love -- Juvenile fiction,Christian life -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,Families -- Juvenile fiction
22212,35074,"Tracy, Louis",His Unknown Wife,http://www.gutenberg.org/ebooks/35074.txt.utf-8,PR,Shipwreck survival -- Fiction,Treasure troves -- Fiction,Adventure stories,Love stories
22232,16150,"Holmes, Mary Jane",Miss McDonald,http://www.gutenberg.org/ebooks/16150.txt.utf-8,PS,Man-woman relationships -- Fiction,Marriage -- Fiction,Divorce -- Fiction,
22443,39296,"Weyman, Stanley John",The Story of Francis Cludde,http://www.gutenberg.org/ebooks/39296.txt.utf-8,PR,Historical fiction,"Great Britain -- History -- Mary I, 1553-1558 -- Fiction",,
22795,14910,"Finley, Martha",Elsie at the World's Fair,http://www.gutenberg.org/ebooks/14910.txt.utf-8,PZ,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction","World's Columbian Exposition (1893 : Chicago, Ill.) -- Juvenile fiction",Family -- Juvenile fiction,Christian life -- Juvenile fiction
22858,46010,"Finley, Martha",Elsie's Journey on Inland Waters,http://www.gutenberg.org/ebooks/46010.txt.utf-8,Youth -- Conduct of life -- Juvenile fiction,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction",PZ,Conduct of life -- Juvenile fiction,Trust in God -- Juvenile fiction
22911,4704,"Curwood, James Oliver",Nomads of the North: A Story of Romance and Adventure under the Open Stars,http://www.gutenberg.org/ebooks/4704.txt.utf-8,Friendship -- Fiction,Dogs -- Fiction,PS,Adventure stories,Bears -- Fiction
22998,551,"Burroughs, Edgar Rice",The Land That Time Forgot,http://www.gutenberg.org/ebooks/551.txt.utf-8,PS,Lost continents -- Fiction,Prehistoric peoples -- Fiction,Dinosaurs -- Fiction,Science fiction
24221,39214,"Weyman, Stanley John",When Love Calls,http://www.gutenberg.org/ebooks/39214.txt.utf-8,PR,England -- Fiction,France -- Fiction,"Short stories, English",
24287,26391,"Cody, H. A. (Hiram Alfred)",The Unknown Wrestler,http://www.gutenberg.org/ebooks/26391.txt.utf-8,PS,Wrestling -- Fiction,Wrestlers -- Fiction,Canada -- Fiction,
24557,904,"Stratton-Porter, Gene",Her Father's Daughter,http://www.gutenberg.org/files/904/904-0.txt,Friendship -- Fiction,Interpersonal relations -- Fiction,Sisters -- Fiction,PS,Adventure and adventurers -- Fiction
24589,26620,"Leslie, Madeline",Minnie's Pet Horse,http://www.gutenberg.org/ebooks/26620.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Horses -- Juvenile fiction,Children and animals -- Juvenile fiction,PZ,Shetland pony -- Juvenile fiction
24755,36368,"Cody, H. A. (Hiram Alfred)",If Any Man Sin,http://www.gutenberg.org/ebooks/36368.txt.utf-8,Yukon -- Fiction,Atonement -- Fiction,Clergy -- Fiction,PS,
24861,26497,"Leslie, Madeline","Bertie and the Gardeners; or, The Way to be Happy",http://www.gutenberg.org/ebooks/26497.txt.utf-8,PZ,Children -- Conduct of life -- Juvenile fiction,Country life -- Juvenile fiction,Fathers and sons -- Juvenile fiction,Brothers and sisters -- Juvenile fiction
24914,125,"Stratton-Porter, Gene",A Girl of the Limberlost,http://www.gutenberg.org/files/125/125-0.txt,PS,Conflict of generations -- Fiction,PZ,Bildungsromans,Girls -- Fiction
25304,33775,"Leslie, Madeline",Little Robins Learning to Fly,http://www.gutenberg.org/ebooks/33775.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Robins -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction,Animal welfare -- Juvenile fiction
25646,13379,"Finley, Martha",The Two Elsies A Sequel to Elsie at Nantucket,http://www.gutenberg.org/ebooks/13379.txt.utf-8,PZ,Families -- Juvenile fiction,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Christmas -- Juvenile fiction,Christian life -- Juvenile fiction
26007,9963,"Finley, Martha","Elsie's Girlhood A Sequel to ""Elsie Dinsmore"" and ""Elsie's Holidays at Roselands""",http://www.gutenberg.org/ebooks/9963.txt.utf-8,PZ,Domestic fiction,Christian life -- Juvenile fiction,Religious fiction,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction"
26036,4633,"Curwood, James Oliver",Philip Steele of the Royal Northwest Mounted Police,http://www.gutenberg.org/files/4633/4633-0.txt,Royal Canadian Mounted Police -- Fiction,"Northwest, Canadian -- Fiction",Western stories,Mounted police -- Fiction,PS
26046,39297,"Weyman, Stanley John",The Red Cockade,http://www.gutenberg.org/ebooks/39297.txt.utf-8,PR,"France -- History -- Revolution, 1789-1799 -- Fiction",Historical fiction,,
26152,17227,"Cody, H. A. (Hiram Alfred)",Rod of the Lone Patrol,http://www.gutenberg.org/ebooks/17227.txt.utf-8,PS,Boy Scouts -- Fiction,Canada -- Fiction,,
26459,363,"Burroughs, Edgar Rice",The Oakdale Affair,http://www.gutenberg.org/files/363/363-0.txt,PS,Mystery fiction,Adventure stories,,
26630,45804,"Finley, Martha",Elsie and Her Namesakes,http://www.gutenberg.org/ebooks/45804.txt.utf-8,PZ,Families -- Juvenile fiction,Christian fiction,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Southern States -- Juvenile fiction
26851,14917,"Tracy, Louis",The Wings of the Morning,http://www.gutenberg.org/ebooks/14917.txt.utf-8,PR,Shipwrecks -- Fiction,Mines and mineral resources -- Fiction,Islands -- Fiction,Love stories
26918,29405,"Burroughs, Edgar Rice",The Gods of Mars,http://www.gutenberg.org/ebooks/29405.txt.utf-8,PS,Dejah Thoris (Fictitious character) -- Fiction,Mars (Planet) -- Fiction,"Carter, John (Fictitious character) -- Fiction",Science fiction
27076,21959,"Lorimer, George Horace","Letters from a Self-Made Merchant to His Son Being the Letters written by John Graham, Head of the House of Graham & Company, Pork-Packers in Chicago, familiarly known on 'Change as ""Old Gorgon Graham,"" to his Son, Pierrepont, facetiously known to his intimates as ""Piggy.""",http://www.gutenberg.org/ebooks/21959.txt.utf-8,PS,Epistolary fiction,Merchants -- Fiction,Fathers and sons -- Fiction,Chicago (Ill.) -- Fiction
27224,90,"Burroughs, Edgar Rice",The Son of Tarzan,http://www.gutenberg.org/ebooks/90.txt.utf-8,PZ,PS,Tarzan (Fictitious character) -- Fiction,Adventure stories,Fantasy fiction
27687,4515,"Curwood, James Oliver",The Golden Snare,http://www.gutenberg.org/ebooks/4515.txt.utf-8,PS,Fugitives from justice -- Fiction,Western stories,"Northwest, Canadian -- Fiction",Mounted police -- Fiction
27700,14532,"Ford, Paul Leicester",The Honorable Peter Stirling and What People Thought of Him,http://www.gutenberg.org/ebooks/14532.txt.utf-8,PS,Labor movement -- Fiction,Tenement houses -- Fiction,Political fiction,New York (N.Y.) -- Fiction
27704,6374,"Brebner, Percy James",Princess Maritza,http://www.gutenberg.org/ebooks/6374.txt.utf-8,PR,British -- Foreign countries -- Fiction,Adventure stories,,
27757,123,"Burroughs, Edgar Rice",At the Earth's Core,http://www.gutenberg.org/ebooks/123.txt.utf-8,Science fiction,Fantasy fiction,Earth (Planet) -- Core -- Fiction,Adventure stories,PS
28022,39432,"Tracy, Louis",The House 'Round the Corner,http://www.gutenberg.org/ebooks/39432.txt.utf-8,PR,Mystery fiction,Yorkshire (England) -- Social life and customs -- Fiction,,
28104,28391,"Castlemon, Harry",True To His Colors,http://www.gutenberg.org/ebooks/28391.txt.utf-8,PZ,PS,"United States -- History -- Civil War, 1861-1865 -- Fiction",,
28151,36121,"Oyen, Henry",The Snow-Burner,http://www.gutenberg.org/files/36121/36121-0.txt,Lumber camps -- Fiction,PS,Minnesota -- Fiction,,
28314,331,"Burroughs, Edgar Rice",The Mucker,http://www.gutenberg.org/files/331/331-0.txt,PS,Adventure stories,Fiction,,
28536,9849,"Brebner, Percy James",The Brown Mask,http://www.gutenberg.org/ebooks/9849.txt.utf-8,PR,"Great Britain -- History -- James II, 1685-1688 -- Fiction",Adventure stories,Fiction,
28722,4707,"Curwood, James Oliver",The Valley of Silent Men: A Story of the Three River Country,http://www.gutenberg.org/ebooks/4707.txt.utf-8,Athabasca (Alta.) -- Fiction,PS,Western stories,Athabasca River Valley (Alta.) -- Fiction,Royal North West Mounted Police (Canada) -- Fiction
29658,349,"Stratton-Porter, Gene",The Harvester,http://www.gutenberg.org/files/349/349-0.txt,PS,Herbalists -- Fiction,Didactic fiction,Indiana -- Fiction,
30231,1153,"Burroughs, Edgar Rice",The Chessmen of Mars,http://www.gutenberg.org/ebooks/1153.txt.utf-8,PS,Mars (Planet) -- Fiction,Science fiction,,
30485,46540,"Finley, Martha",Elsie's Winter Trip,http://www.gutenberg.org/ebooks/46540.txt.utf-8,Husband and wife -- Juvenile fiction,Youth -- Conduct of life -- Juvenile fiction,Parent and child -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction
31307,39136,"Weyman, Stanley John","Historical Romances: Under the Red Robe, Count Hannibal, A Gentleman of France",http://www.gutenberg.org/ebooks/39136.txt.utf-8,"France -- History -- Louis XIII, 1610-1643 -- Fiction",PR,Historical fiction,Huguenots -- Fiction,"France -- History -- Henry III, 1574-1589 -- Fiction"
31440,37042,"Hocking, Joseph",The Coming of the King,http://www.gutenberg.org/ebooks/37042.txt.utf-8,PR,"Great Britain -- History -- Charles II, 1660-1685 -- Fiction",Historical fiction,Adventure stories,
31598,34830,"Leslie, Madeline",Little Frankie and his Mother,http://www.gutenberg.org/ebooks/34830.txt.utf-8,Brothers -- Juvenile fiction,Dogs -- Juvenile fiction,PZ,Infants -- Juvenile fiction,Families -- Juvenile fiction
31652,40493,"Tracy, Louis",The King of Diamonds: A Tale of Mystery and Adventure,http://www.gutenberg.org/ebooks/40493.txt.utf-8,PR,Detective and mystery stories,Fiction,,
31865,29406,"Curwood, James Oliver",The Country Beyond: A Romance of the Wilderness,http://www.gutenberg.org/ebooks/29406.txt.utf-8,PS,Western stories,Wilderness areas -- Fiction,,
31933,42870,"Finley, Martha",Mildred Keith,http://www.gutenberg.org/ebooks/42870.txt.utf-8,PZ,Brothers and sisters -- Juvenile fiction,Families -- Juvenile fiction,,
32395,46437,"Finley, Martha",The Tragedy of Wild River Valley,http://www.gutenberg.org/files/46437/46437-0.txt,Youth -- Conduct of life -- Juvenile fiction,Envy -- Juvenile fiction,Death -- Juvenile fiction,PZ,Revenge -- Juvenile fiction
32753,53885,"Curwood, James Oliver",A Gentleman of Courage: A Novel of the Wilderness,http://www.gutenberg.org/ebooks/53885.txt.utf-8,PS,Western stories,Wilderness areas -- Fiction,,
32779,364,"Burroughs, Edgar Rice",The Mad King,http://www.gutenberg.org/ebooks/364.txt.utf-8,PS,Fantasy fiction,Mistaken identity -- Fiction,Kings and rulers -- Fiction,Impostors and imposture -- Fiction
33141,1897,"Brand, Max",The Seventh Man,http://www.gutenberg.org/files/1897/1897-0.txt,PS,Western stories,Fiction,,
33327,14874,"Finley, Martha",Elsie's Womanhood,http://www.gutenberg.org/ebooks/14874.txt.utf-8,Religious fiction,PZ,Domestic fiction,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Christian life -- Juvenile fiction
33504,106,"Burroughs, Edgar Rice",Jungle Tales of Tarzan,http://www.gutenberg.org/ebooks/106.txt.utf-8,Apes -- Fiction,PS,Jungles -- Fiction,Tarzan (Fictitious character) -- Fiction,Africa -- Fiction
33529,25017,"Tracy, Louis",A Son of the Immortals,http://www.gutenberg.org/ebooks/25017.txt.utf-8,PR,Artists -- Fiction,Kings and rulers -- Fiction,Love stories,
33583,46537,"Finley, Martha",Mildred at Roselands A Sequel to Mildred Keith,http://www.gutenberg.org/ebooks/46537.txt.utf-8,PZ,United States -- Social life and customs -- 19th century -- Juvenile fiction,Young women -- Conduct of life -- Juvenile fiction,Christian life -- Juvenile fiction,
33597,3475,"Burroughs, Edgar Rice",The Efficiency Expert,http://www.gutenberg.org/ebooks/3475.txt.utf-8,PS,Chicago (Ill.) -- Fiction,Gangsters -- Fiction,College graduates -- Fiction,
33807,33521,"Leslie, Madeline",Little Frankie at His Plays,http://www.gutenberg.org/ebooks/33521.txt.utf-8,Dogs -- Juvenile fiction,Play -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction
33919,30428,"Castlemon, Harry","Elam Storm, the Wolfer; Or, The Lost Nugget",http://www.gutenberg.org/ebooks/30428.txt.utf-8,PZ,Outdoor life -- Juvenile fiction,Adventure and adventurers -- Juvenile fiction,Hunting -- Juvenile fiction,Uncles -- Juvenile fiction
33985,17020,"Lorimer, George Horace",The False Gods,http://www.gutenberg.org/ebooks/17020.txt.utf-8,Paranormal fiction,Journalists -- Fiction,Fantasy fiction,PS,
34533,10066,"Brand, Max",Gunman's Reckoning,http://www.gutenberg.org/ebooks/10066.txt.utf-8,PS,Western stories,Man-woman relationships -- Fiction,Outlaws -- Fiction,Frontier and pioneer life -- West (U.S.) -- Fiction
34604,11668,"Curwood, James Oliver",The Gold Hunters A Story of Life and Adventure in the Hudson Bay Wilds,http://www.gutenberg.org/ebooks/11668.txt.utf-8,PS,Hudson Bay -- Fiction,Gold mines and mining -- Fiction,,
34843,14909,"Finley, Martha",Elsie's New Relations What They Did and How They Fared at Ion; A Sequel to Grandmother Elsie,http://www.gutenberg.org/ebooks/14909.txt.utf-8,Religious fiction,PZ,Domestic fiction,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Christian life -- Juvenile fiction
35354,532,"Stratton-Porter, Gene",At the Foot of the Rainbow,http://www.gutenberg.org/ebooks/532.txt.utf-8,Friendship -- Fiction,Interpersonal relations -- Fiction,PS,Farm life -- Fiction,Didactic fiction
36091,25201,"Leslie, Madeline",The Lost Kitty,http://www.gutenberg.org/ebooks/25201.txt.utf-8,PZ,Gratitude -- Juvenile fiction,Christian life -- Juvenile fiction,,
36558,30980,"Libbey, Laura Jean","Kidnapped at the Altar; Or, The Romance of that Saucy Jessie Bain",http://www.gutenberg.org/ebooks/30980.txt.utf-8,PS,Dime novels,Love stories,Adventure stories,Fiction
36714,25136,"Hocking, Joseph",The Pomp of Yesterday,http://www.gutenberg.org/ebooks/25136.txt.utf-8,PR,Methodist Church (Great Britain) -- Fiction,"World War, 1914-1918 -- Fiction",,
37035,38910,"Weyman, Stanley John",The Abbess Of Vlaye,http://www.gutenberg.org/ebooks/38910.txt.utf-8,PR,Historical fiction,"France -- History -- Henry IV, 1589-1610 -- Fiction",,
37693,15607,"Holmes, Mary Jane","Family Pride; Or, Purified by Suffering",http://www.gutenberg.org/ebooks/15607.txt.utf-8,PS,American fiction,Dime novels,,
38918,33517,"Leslie, Madeline",Little Frankie on a Journey,http://www.gutenberg.org/ebooks/33517.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Parent and child -- Juvenile fiction,PZ,Learning -- Juvenile fiction,Christian life -- Juvenile fiction
39461,39218,"Hocking, Joseph",The Everlasting Arms,http://www.gutenberg.org/ebooks/39218.txt.utf-8,PR,England -- Social life and customs -- 20th century -- Fiction,Inheritance and succession -- Fiction,Good and evil -- Fiction,Angels -- Fiction
39590,15763,"Weyman, Stanley John",Count Hannibal: A Romance of the Court of France,http://www.gutenberg.org/ebooks/15763.txt.utf-8,PR,Courts and courtiers -- Fiction,Huguenots -- Fiction,,
39798,46188,"Finley, Martha",Elsie's Young Folks in Peace and War,http://www.gutenberg.org/ebooks/46188.txt.utf-8,War -- Juvenile fiction,Youth -- Conduct of life -- Juvenile fiction,"Spanish-American War, 1898 -- Juvenile fiction",United States -- History -- Juvenile fiction,PZ
39828,14280,"Finley, Martha",Holidays at Roselands A Sequel to Elsie Dinsmore,http://www.gutenberg.org/ebooks/14280.txt.utf-8,PZ,Domestic fiction,Family life -- Southern States -- Juvenile fiction,Southern States -- History -- 19th century -- Juvenile fiction,Christian life -- Juvenile fiction
39896,25463,"Hocking, Joseph",The Day of Judgment,http://www.gutenberg.org/ebooks/25463.txt.utf-8,PR,England -- Fiction,Methodists -- Fiction,,
40196,18058,"Finley, Martha",Elsie's Vacation and After Events,http://www.gutenberg.org/ebooks/18058.txt.utf-8,PZ,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Conduct of life -- Juvenile fiction,Soldiers -- Juvenile fiction,Vacations -- Juvenile fiction
40425,34468,"Brebner, Percy James",Christopher Quarles: College Professor and Master Detective,http://www.gutenberg.org/ebooks/34468.txt.utf-8,PR,Detective and mystery stories,College teachers -- Fiction,,
40764,24976,"Hocking, Joseph",Roger Trewinion,http://www.gutenberg.org/ebooks/24976.txt.utf-8,PR,Methodist Church (Great Britain) -- Fiction,Cornwall (England : County) -- Fiction,,
40818,39137,"Weyman, Stanley John",Shrewsbury: A Romance,http://www.gutenberg.org/ebooks/39137.txt.utf-8,PR,"Great Britain -- History -- William and Mary, 1689-1702 -- Fiction",Historical fiction,,
