,Book_ID,Author,Title,URL,LoC_class,Subject,Subject2,Subject3,Subject4
6866,16699,"Cody, H. A. (Hiram Alfred)",Glen of the High North,http://www.gutenberg.org/ebooks/16699.txt.utf-8,PS,Alaska -- Fiction,Love stories,,
7017,1441,"Schreiner, Olive",The Story of an African Farm,http://www.gutenberg.org/files/1441/1441-0.txt,PR,Bildungsromans,"Africa, Southern -- Fiction",Historical fiction,Feminists -- Fiction
7279,25484,"May, Sophie",Captain Horace,http://www.gutenberg.org/ebooks/25484.txt.utf-8,PZ,Boys -- Juvenile fiction,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction",,
7610,39728,"Stables, Gordon",In Far Bolivia: A Story of a Strange Wild Land,http://www.gutenberg.org/files/39728/39728-0.txt,PZ,Cannibalism -- Juvenile fiction,Bolivia -- Juvenile fiction,Kidnapping -- Juvenile fiction,
7932,49186,"May, Sophie",Flaxie Growing Up Flaxie Frizzle Stories,http://www.gutenberg.org/files/49186/49186-0.txt,Responsibility -- Juvenile fiction,PZ,Grandmothers -- Juvenile fiction,Kindness -- Juvenile fiction,Conduct of life -- Juvenile fiction
8189,37330,"Stables, Gordon","Aileen Aroon, A Memoir With other Tales of Faithful Friends and Favourites",http://www.gutenberg.org/ebooks/37330.txt.utf-8,Pets -- Juvenile fiction,PZ,Loyalty -- Juvenile fiction,Human-animal relationships -- Juvenile fiction,Animal welfare -- Juvenile fiction
8738,10320,"May, Sophie",Dotty Dimple at Play,http://www.gutenberg.org/ebooks/10320.txt.utf-8,PZ,Girls -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,,
9587,9749,"Bailey, H. C. (Henry Christopher)",The Highwayman,http://www.gutenberg.org/ebooks/9749.txt.utf-8,PR,Miscommunication -- Fiction,Social classes -- Fiction,Fathers and sons -- Fiction,Man-woman relationships -- Fiction
10207,3923,"Droz, Gustave","Monsieur, Madame, and Bébé — Volume 01",http://www.gutenberg.org/ebooks/3923.txt.utf-8,Family life -- Fiction,French fiction -- Translations into English,PQ,,
10287,8396,"Ollivant, Alfred",The Gentleman: A Romance of the Sea,http://www.gutenberg.org/ebooks/8396.txt.utf-8,PR,Sea stories,Fiction,,
10319,38393,"Palacio Valdés, Armando","The Fourth Estate, vol. 1",http://www.gutenberg.org/ebooks/38393.txt.utf-8,PQ,Spanish fiction -- Translations into English,Spain -- Social life and customs -- 19th century -- Fiction,,
10534,14608,"May, Sophie","Jimmy, Lucy, and All",http://www.gutenberg.org/ebooks/14608.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Parent and child -- Juvenile fiction,Play -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction
10602,36198,"Whitaker, Herman",The Mystery of The Barranca,http://www.gutenberg.org/ebooks/36198.txt.utf-8,PS,Detective and mystery stories,Mexico -- Fiction,,
10791,45682,"Onions, Oliver",Gray youth: The story of a very modern courtship and a very modern marriage,http://www.gutenberg.org/ebooks/45682.txt.utf-8,PR,Women -- Social and moral questions -- Fiction,Man-woman relationships -- Fiction,Marriage -- Fiction,
10894,35796,"Crawford, Jack Randall",I Walked in Arden,http://www.gutenberg.org/ebooks/35796.txt.utf-8,PS,Americans -- England -- Fiction,British -- United States -- Fiction,,
11002,38875,"Wingfield, Lewis",The Maid of Honour: A Tale of the Dark Days of France. Vol. 2 (of 3),http://www.gutenberg.org/ebooks/38875.txt.utf-8,PR,"France -- History -- Revolution, 1789-1799 -- Fiction",Historical fiction,,
11640,11514,"King, Grace Elizabeth",Balcony Stories,http://www.gutenberg.org/ebooks/11514.txt.utf-8,PS,Women -- Louisiana -- Fiction,New Orleans (La.) -- Fiction,,
11826,33244,"Palacio Valdés, Armando",Maximina,http://www.gutenberg.org/ebooks/33244.txt.utf-8,PQ,Married women -- Fiction,Madrid (Spain) -- Fiction,Young women -- Fiction,
11919,46813,"Whishaw, Frederick",The Romance of the Woods,http://www.gutenberg.org/ebooks/46813.txt.utf-8,PR,Hunting -- Russia,Tales -- Russia,Hunting stories,Bears -- Fiction
11920,33964,"Hocking, Joseph",The Man Who Rose Again,http://www.gutenberg.org/ebooks/33964.txt.utf-8,PR,Man-woman relationships -- Fiction,Courtship -- Fiction,,
12027,48974,"Jacobs, Joseph","As Others Saw Him: A Retrospect, A.D. 54",http://www.gutenberg.org/files/48974/48974-0.txt,PR,Bible. New Testament -- History of Biblical events -- Fiction,Biographical fiction,Jesus Christ -- Fiction,
12109,16383,"May, Sophie",Dotty Dimple Out West,http://www.gutenberg.org/ebooks/16383.txt.utf-8,PZ,Children -- Conduct of life -- Juvenile fiction,Indiana -- Juvenile fiction,Railroad travel -- United States -- Juvenile fiction,
12165,47991,"Munro, Neil","Erchie, My Droll Friend",http://www.gutenberg.org/files/47991/47991-0.txt,PR,Glasgow (Scotland) -- Fiction,Waiters -- Fiction,,
12224,12187,"Freeman, R. Austin (Richard Austin)",The Mystery of 31 New Inn,http://www.gutenberg.org/ebooks/12187.txt.utf-8,PR,Detective and mystery stories,Physicians -- Fiction,London (England) -- Fiction,"Thorndyke, Doctor (Fictitious character) -- Fiction"
12367,38276,"Stables, Gordon",The Cruise of the Snowbird: A Story of Arctic Adventure,http://www.gutenberg.org/ebooks/38276.txt.utf-8,Youth -- Conduct of life -- Juvenile fiction,Adventure stories,Seafaring life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Voyages and travels -- Juvenile fiction
12732,40102,"Hocking, Joseph",The Passion for Life,http://www.gutenberg.org/ebooks/40102.txt.utf-8,PR,Sick -- Fiction,"World War, 1914-1918 -- Naval operations -- Submarine -- Fiction","World War, 1914-1918 -- England -- Fiction",Cornwall (England : County) -- Fiction
13175,15328,"Adams, John Turvill",The Lost Hunter A Tale of Early Times,http://www.gutenberg.org/ebooks/15328.txt.utf-8,PS,New England -- Fiction,Adventure stories,Indians of North America -- Fiction,
13287,43381,"French, Allen",The Story of Rolf and the Viking's Bow,http://www.gutenberg.org/ebooks/43381.txt.utf-8,PZ,Heroes -- Juvenile fiction,Iceland -- History -- To 1262 -- Juvenile fiction,Vikings -- Juvenile fiction,Archers -- Juvenile fiction
13370,49227,"May, Sophie",Kittyleen Flaxie Frizzle Stories,http://www.gutenberg.org/ebooks/49227.txt.utf-8,Dogs -- Juvenile fiction,Orphans -- Juvenile fiction,Death -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction
13811,38277,"Stables, Gordon",From Squire to Squatter: A Tale of the Old Land and the New,http://www.gutenberg.org/ebooks/38277.txt.utf-8,Parent and child -- Juvenile fiction,Farm life -- Juvenile fiction,Sailors -- Juvenile fiction,Courtship -- Juvenile fiction,Gentry -- Juvenile fiction
13894,13882,"Freeman, R. Austin (Richard Austin)",John Thorndyke's Cases related by Christopher Jervis and edited by R. Austin Freeman,http://www.gutenberg.org/files/13882/13882-0.txt,PR,"Thorndyke, Doctor (Fictitious character) -- Fiction","Detective and mystery stories, English",Physicians -- Fiction,London (England) -- Fiction
14066,28008,"Robins, Elizabeth",Under the Southern Cross,http://www.gutenberg.org/ebooks/28008.txt.utf-8,PS,Ocean travel -- Fiction,Young women -- Fiction,Courtship -- Fiction,
14362,43732,"Munro, Neil",The Shoes of Fortune,http://www.gutenberg.org/files/43732/43732-0.txt,PR,Fugitives from justice -- Fiction,Adventure stories,,
14396,38296,"Stables, Gordon","Wild Adventures round the Pole Or, The Cruise of the ""Snowbird"" Crew in the ""Arrandoon""",http://www.gutenberg.org/ebooks/38296.txt.utf-8,Mountains -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Seafaring life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Voyages and travels -- Juvenile fiction
14666,11257,"May, Sophie",Little Folks Astray,http://www.gutenberg.org/ebooks/11257.txt.utf-8,Museums -- Juvenile fiction,Family life -- Juvenile fiction,New York (N.Y.) -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,PZ
14683,19310,"Jepson, Edgar",Happy Pollyooly: The Rich Little Poor Girl,http://www.gutenberg.org/ebooks/19310.txt.utf-8,PR,England -- Social life and customs -- 20th century -- Fiction,Girls -- Fiction,,
14968,24711,"May, Sophie",Little Prudy,http://www.gutenberg.org/ebooks/24711.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,PZ,Family -- Juvenile fiction,Girls -- Juvenile fiction,Maine -- Juvenile fiction
14997,48648,"May, Sophie",Doctor Papa,http://www.gutenberg.org/ebooks/48648.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Pets -- Juvenile fiction,Strawberries -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction
15315,41554,"Dowling, Richard",The Weird Sisters: A Romance. Volume 3 (of 3),http://www.gutenberg.org/ebooks/41554.txt.utf-8,PR,Bankers -- Fiction,Paranoia -- Fiction,Families -- Fiction,
15440,13146,"Miller, Alice Duer",The Beauty and the Bolshevist,http://www.gutenberg.org/ebooks/13146.txt.utf-8,PS,Children of the rich -- Fiction,Socialists -- Fiction,Newport (R.I.) -- Fiction,Love stories
17303,19989,"Slosson, Annie Trumbull",Story-Tell Lib,http://www.gutenberg.org/ebooks/19989.txt.utf-8,Conduct of life -- Fiction,PS,PZ,Storytellers -- Fiction,People with disabilities -- Fiction
17350,26420,"Robins, Elizabeth",The Convert,http://www.gutenberg.org/ebooks/26420.txt.utf-8,Women -- Fiction,Suffragists -- Fiction,Feminist fiction,PS,
17458,11128,"Freeman, R. Austin (Richard Austin)",The Red Thumb Mark,http://www.gutenberg.org/ebooks/11128.txt.utf-8,PR,"Thorndyke, Doctor (Fictitious character) -- Fiction",Detective and mystery stories,Physicians -- Fiction,London (England) -- Fiction
17560,16114,"Adams, John Turvill",The Knight of the Golden Melice A Historical Romance,http://www.gutenberg.org/ebooks/16114.txt.utf-8,PS,"Gardiner, Christopher, Sir, fl.1630-1632 -- Fiction","Massachusetts -- History -- Colonial period, ca. 1600-1775 -- Fiction",,
17621,36641,"Sergeant, Adeline",Women Novelists of Queen Victoria's Reign: A Book of Appreciations,http://www.gutenberg.org/ebooks/36641.txt.utf-8,PR,English fiction -- 19th century -- History and criticism,"Women novelists, English -- Biography",Women and literature -- Great Britain -- History -- 19th century,English fiction -- Women authors -- History and criticism
